symbol,stock_idx,entry_day_idx,exit_day_idx,entry_px,entry_date,entry_score,gross_return,net_return,hold_days_real
DIVISLAB,46,13,21,1.0,2023-11-06,0.3777256985318112,0.04740915825394243,0.04490915825394243,8
TITAN,77,21,29,1.0,2023-11-20,0.4532195894863633,0.042604996769566084,0.04010499676956608,8
BERGEPAINT,80,19,36,1.0,2023-11-16,0.3987496016935121,0.008889094675859077,0.006389094675859077,17
DIVISLAB,46,22,40,1.0612826650125602,2023-11-21,0.399145704724724,-0.024402423870420242,-0.02690242387042024,18
DLF,84,44,51,1.243909968989006,2023-12-27,0.39131719814157917,0.053924566628615445,0.05142456662861544,7
DIVISLAB,46,51,59,1.0596779743808604,2024-01-08,0.4001595073202202,-0.05219683000758413,-0.05469683000758413,8
DLF,84,51,61,1.3109872749917528,2024-01-08,0.4656594603438794,0.1145417015591732,0.1120417015591732,10
NAUKRI,93,59,66,0.974737511325479,2024-01-19,0.5421160788293479,0.05056910614315968,0.04806910614315968,7
PIDILITIND,79,59,66,1.0869769519007826,2024-01-19,0.36109200711520745,-0.018748782678854936,-0.021248782678854935,7
HAVELLS,70,59,69,0.9927847190434836,2024-01-19,0.5585363363640528,-0.02309859518642232,-0.02559859518642232,10
BHEL,67,63,71,1.320346680088273,2024-02-01,0.4105544221690738,-0.015242764884381366,-0.017742764884381364,8
DIVISLAB,46,59,71,1.0043661432893216,2024-01-19,0.501174693991145,0.01896647504906035,0.01646647504906035,12
ABB,69,66,74,0.9934215564186981,2024-02-06,0.41626108030564235,0.06155416970315719,0.05905416970315719,8
LTIM,23,66,77,1.0058563424205906,2024-02-06,0.5123402689715992,-0.02155693964280536,-0.02405693964280536,11
AXISBANK,3,70,79,0.9860575404627826,2024-02-12,0.6083889010609269,0.05358253136166535,0.05108253136166535,9
BERGEPAINT,80,73,81,0.970679158500249,2024-02-15,0.3996288150451078,0.019515660219735276,0.017015660219735277,8
KOTAKBANK,4,71,82,0.9781158858169807,2024-02-13,0.5441322550310065,-0.03564623505918885,-0.03814623505918885,11
SHREECEM,76,75,82,0.9608260813896558,2024-02-19,0.5938654978107726,-0.04888629162770153,-0.05138629162770153,7
LTIM,23,78,86,0.9941999317767916,2024-02-23,0.5313065785903014,-0.048550619175733,-0.051050619175733,8
NAUKRI,93,79,87,1.0139661256697745,2024-02-26,0.45907191717685325,-0.006016186715301464,-0.008516186715301464,8
